precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
WHT002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,359,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WHT003,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,252,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WHT004,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,281,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,291,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,303,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD003,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,182,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD004,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,235,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD005,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,245,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD006,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,161,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD007,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,203,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD008,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,294,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD009,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,279,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD010,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,188,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD011,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,346,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD012,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,392,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD013,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,132,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD014,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,215,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD015,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,188,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD016,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,178,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD017,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,295,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD018,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,271,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD019,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,284,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD020,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,196,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD021,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,198,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD022,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,246,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD023,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,149,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD024,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,212,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD025,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,284,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD026,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,274,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD027,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,192,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD028,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,240,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD029,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,281,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD030,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,120,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD031,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,317,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD032,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,265,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD033,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,205,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD034,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,264,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD035,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,209,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD036,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,167,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD037,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,228,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD038,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,246,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD039,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,191,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD040,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,203,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD041,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,282,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD042,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,152,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD043,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,102,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD044,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,184,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD045,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,304,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD046,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,224,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD047,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,237,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD048,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,261,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD049,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,157,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD050,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,294,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD051,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,284,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD052,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,163,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD053,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,132,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD054,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,310,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD055,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,328,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD056,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,124,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD057,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,38,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD058,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,292,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD059,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,155,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD060,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,246,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD061,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,255,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD062,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,227,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD063,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,262,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD064,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,227,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD065,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,225,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD066,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,381,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD067,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,227,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD068,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,315,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD069,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,213,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD070,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,302,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD071,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,192,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD072,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,319,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD901,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD902,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WJD903,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,275,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,225,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC003,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,231,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC004,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,317,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC005,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,207,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC006,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,261,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC007,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,314,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC008,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,291,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC009,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,419,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC010,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,166,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC011,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,288,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC012,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,319,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC013,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,378,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC014,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,325,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC015,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,313,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC016,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,142,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC017,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,58,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC018,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,331,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC019,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,305,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC020,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,375,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC021,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,437,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC022,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,158,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC023,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,175,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC024,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,331,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC025,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,280,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC026,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,73,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC027,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,125,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC028,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,54,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC029,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,165,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC030,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,213,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC031,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,29,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC032,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,207,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC033,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,345,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WVC034,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,267,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
