precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
SLC077,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,707,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC078,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,250,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC079,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,213,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC080,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,311,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC081,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,281,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC082,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,596,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC083,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,531,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC084,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,606,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC085,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,580,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC086,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,546,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC087,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,717,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC088,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,843,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC089,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,684,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC090,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,475,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC091,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,603,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC092,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,412,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC093,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,337,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC094,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,400,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC095,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,601,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC096,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,57,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC097,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,435,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC098,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,471,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC099,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,496,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC100,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,489,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC101,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,484,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC102,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,739,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC103,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,419,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC104,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,638,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC105,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,162,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC106,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,470,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC107,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,455,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC108,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,488,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC109,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,358,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC110,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,239,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC111,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,501,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC112,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,375,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC113,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,420,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC114,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,399,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC115,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,445,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC116,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,8,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC117,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,524,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC118,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,621,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC119,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,744,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC120,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,355,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC121,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,158,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC122,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,199,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC123,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,627,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC124,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,362,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC125,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,663,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC126,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,335,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC127,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,12,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC128,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,48,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC129,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,6,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC901,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC902,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SLC903,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,514,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,346,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL003,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,454,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL004,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,399,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL005,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,460,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL006,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,369,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL007,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,191,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL008,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,335,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL009,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,389,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL010,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,268,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL011,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,455,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL012,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,467,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SSL901,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,0,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
SWT002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,183,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,121,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,369,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY003,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,269,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY004,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,343,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY005,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,340,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY006,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,408,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY007,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,151,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY008,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,339,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY009,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,403,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY010,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,278,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY011,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,289,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY012,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,308,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY013,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,299,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY014,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,326,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY015,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,424,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY016,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,298,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY017,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,295,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY018,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,318,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY019,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,251,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY020,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,169,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY021,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,328,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY022,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,379,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY023,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,380,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY024,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,268,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY025,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,254,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY026,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,182,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY027,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,274,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY028,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,498,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY029,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,252,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY030,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,224,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY031,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,364,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY032,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,374,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY033,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,407,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY034,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,161,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY035,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,284,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
TAY036,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,71,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WCN001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,147,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WCN002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,27,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WCR001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,51,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WCR002,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,132,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WCR003,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,133,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
WHT001,,COUNTY SHERIFF,FALSE,DEMOCRAT,DEMOCRAT,ROSIE RIVERA,,TOTAL,276,SALT LAKE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49035,SALT LAKE,49035,TRUE,1,FALSE
