state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,year
California,6057,Nevada County,26177,33784,62132,-7607.0,0.4213126891135003,0.543745573939355,-0.1224328848258546,2024
California,6059,Orange County,654815,691731,1390965,-36916.0,0.4707631033131674,0.497302951548026,-0.0265398482348585,2024
California,6061,Placer County,123941,103958,234809,19983.0,0.5278375190048081,0.4427343074584023,0.0851032115464057,2024
California,6063,Plumas County,5725,4020,10067,1705.0,0.5686897784841561,0.3993245256779577,0.1693652528061984,2024
California,6065,Riverside County,463677,451782,940405,11895.0,0.4930609684125456,0.4804121628447318,0.0126488055678138,2024
California,6067,Sacramento County,252140,381564,656626,-129424.0,0.3839933234443961,0.5810979157084855,-0.1971045922640893,2024
California,6069,San Benito County,11702,15179,27649,-3477.0,0.4232341133494882,0.5489891135303266,-0.1257550001808384,2024
California,6071,San Bernardino County,378416,362114,761714,16302.0,0.4967953851445555,0.4753936516855407,0.0214017334590148,2024
California,6073,San Diego County,593270,841372,1477786,-248102.0,0.4014586685758289,0.5693463058927342,-0.1678876373169052,2024
California,6075,San Francisco County,62594,323719,402964,-261125.0,0.155333975243446,0.8033447156569817,-0.6480107404135357,2024
California,6077,San Joaquin County,128996,126647,263671,2349.0,0.4892308975958676,0.4803220680317517,0.0089088295641158,2024
California,6079,San Luis Obispo County,64932,81314,150766,-16382.0,0.4306806574426595,0.5393391082870144,-0.1086584508443548,2024
California,6081,San Mateo County,76616,242957,330510,-166341.0,0.2318114429215454,0.7350972739100179,-0.5032858309884725,2024
California,6083,Santa Barbara County,64870,114149,184715,-49279.0,0.3511896705735863,0.6179736350594158,-0.2667839644858295,2024
California,6085,Santa Clara County,210924,510744,750433,-299820.0,0.2810697290764132,0.680599067471713,-0.3995293383952997,2024
California,6087,Santa Cruz County,27978,100998,134135,-73020.0,0.2085809072948894,0.7529578409811011,-0.5443769336862117,2024
California,6089,Shasta County,59539,27130,88900,32409.0,0.6697300337457818,0.3051743532058493,0.3645556805399325,2024
California,6091,Sierra County,1066,641,1754,425.0,0.6077537058152793,0.3654503990877993,0.24230330672748,2024
California,6093,Siskiyou County,12461,8329,21489,4132.0,0.5798780771557541,0.3875936525664293,0.1922844245893247,2024
California,6095,Solano County,70345,113997,189834,-43652.0,0.3705605950461982,0.600508865640507,-0.2299482705943087,2024
California,6097,Sonoma County,63426,179600,251426,-116174.0,0.2522650799837725,0.7143254874197577,-0.4620604074359851,2024
California,6099,Stanislaus County,106986,85347,197472,21639.0,0.5417780748663101,0.4321979824987846,0.1095800923675254,2024
California,6101,Sutter County,25372,13016,39336,12356.0,0.6450071181614806,0.3308928208257067,0.3141142973357738,2024
California,6103,Tehama County,18503,7415,26532,11088.0,0.6973842906678728,0.2794738429066787,0.417910447761194,2024
California,6105,Trinity County,2979,2449,5645,530.0,0.5277236492471213,0.4338352524357838,0.0938883968113374,2024
California,6107,Tulare County,81854,53221,138271,28633.0,0.5919824113516211,0.3849035589530704,0.2070788523985506,2024
California,6109,Tuolumne County,17210,10909,28810,6301.0,0.5973620270739327,0.3786532454009024,0.2187087816730302,2024
California,6111,Ventura County,158901,217424,387595,-58523.0,0.4099665888362853,0.5609566686876766,-0.1509900798513913,2024
California,6113,Yolo County,27844,61405,92589,-33561.0,0.3007268682024862,0.6631997321496074,-0.3624728639471211,2024
California,6115,Yuba County,18491,10725,30070,7766.0,0.6149318257399401,0.3566677751912205,0.2582640505487196,2024
Utah,49001,Beaver County,2781,394,3212,2387.0,0.8658156911581569,0.12266500622665,0.7431506849315068,2024
Utah,49003,Box Elder County,22853,5274,28909,17579.0,0.7905150645127815,0.1824345359576602,0.6080805285551213,2024
Utah,49005,Cache County,39457,18718,60229,20739.0,0.6551163060983911,0.3107805210114728,0.3443357850869182,2024
Utah,49007,Carbon County,6719,2525,9445,4194.0,0.7113816834303864,0.2673372154579142,0.4440444679724722,2024
Utah,49009,Daggett County,443,101,550,342.0,0.8054545454545454,0.1836363636363636,0.6218181818181818,2024
Utah,49011,Davis County,101293,59895,166492,41398.0,0.6083955985873195,0.3597470148715854,0.248648583715734,2024
Utah,49013,Duchesne County,7815,1009,8967,6806.0,0.8715289394446303,0.1125236980037916,0.7590052414408386,2024
Utah,49015,Emery County,4341,603,5011,3738.0,0.8662941528636998,0.1203352624226701,0.7459588904410297,2024
Utah,49017,Garfield County,2211,541,2811,1670.0,0.7865528281750267,0.1924581999288509,0.5940946282461758,2024
Utah,49019,Grand County,2327,2828,5300,-501.0,0.4390566037735849,0.5335849056603773,-0.0945283018867924,2024
